,BOAT,type,WING_CONFIG_unk,DATETIME,entry_bsp,exit_bsp,min_bsp,bsp_loss,entry_twa,exit_twa,entry_rh,exit_rh,entry_rh_stability,max_yaw_rate,two_DB_time,tws,pop_time,turn_min_rh,t_invert,entry_heel,entry_pitch,exit_heel,exit_pitch,turning_time,bsp_at_drop,heel_at_drop,entry_jib_lead,exit_jib_lead,entry_jib_sheet,exit_jib_sheet,max_rudder_angle,vmg_distance,theoretical_target_vmg
1650,ESP,tack,11.0,2022-07-31T12:43:01.200000+00:00,52.99,46.46,39.3,13.690000000000005,48.0,51.1,1058.0,1089.9,738.7,33.15,6.4,24.0,1.2,964.1,,-2.1624,-2.438,-1.126,-1.8160000000000005,4.0,58.53,0.04,37.2604,37.40860000000001,,,16.0,337.9010166297405,32.8592
1651,ESP,tack,11.0,2022-07-31T12:42:15.600000+00:00,50.43,49.88,36.68,13.75,53.8,54.4,1036.2,1113.1,1120.6,29.08,8.8,27.0,1.6,780.2,,-2.5694,-2.2596,-2.1796,-2.4238,4.8,54.18,1.5,37.1154,37.19799999999999,,,17.2,314.9267328633829,34.6766
1652,ESP,tack,11.0,2022-07-31T12:41:30.200000+00:00,50.36,45.02,34.93,15.43,50.5,51.9,1170.8,883.7,653.1,28.03,8.6,26.0,1.2,988.2,,-0.4519999999999999,-2.267,-2.1086,-1.5279999999999998,4.2,53.2,1.77,36.8522,37.07159999999999,,,15.0,306.49944231522744,31.621
1655,ESP,tack,11.0,2022-07-31T12:44:03.600000+00:00,51.17,37.09,36.64,14.53,56.5,63.4,1010.5,252.5,733.3,33.56,18.2,25.0,1.8,184.7,,-3.1076,-2.271,2.725882352941176,-1.0323529411764707,4.6,55.17,0.64,37.5168,37.60941176470588,,,16.8,203.3147420917168,33.6354
1658,FRA,tack,11.0,2022-07-31T13:21:17.600000+00:00,49.11,41.23,32.65,16.46,60.0,60.8,947.7,966.0,1614.7,31.58,8.6,20.0,2.0,685.3,,0.4307999999999999,-1.7852,-1.3736,-1.1667999999999998,5.4,50.29,4.2,44.8882,58.41139999999999,,,16.8,262.0051387860786,28.3932
1659,FRA,tack,11.0,2022-07-31T13:22:10.200000+00:00,43.17,44.47,33.08,10.090000000000003,64.5,61.2,967.6,1120.9,1313.0,37.33,4.6,19.0,2.4,299.0,,-1.1406,-1.4992,-1.9308,-2.1219999999999994,4.4,46.48,2.14,43.909,46.1814,,,22.1,193.88451944970785,26.3176
1660,FRA,tack,11.0,2022-07-31T13:22:43.600000+00:00,46.61,45.28,37.49,9.119999999999996,57.5,50.2,1056.4,858.8,801.4,41.5,4.4,20.0,2.2,667.3,,-1.9096,-2.0246,-1.091,-1.5086000000000002,3.8,50.61,4.93,41.9526,49.9288,,,19.2,259.80742660231573,25.8634
1661,FRA,tack,11.0,2022-07-31T13:24:00.600000+00:00,34.14,30.62,18.5,15.64,49.0,88.6,891.5,350.2,775.8,21.12,1.6,17.0,1.8,91.6,,-1.1314,0.1438,9.1586,-0.0161999999999999,9.8,28.17,4.47,42.42320000000001,74.03720000000001,,,20.3,153.0768172440711,23.4144
1664,FRA,tack,11.0,2022-07-31T13:29:15.600000+00:00,12.77,27.56,8.75,4.02,22.2,67.8,24.4,80.1,221.1,8.88,3.2,19.0,0.6,-130.9,,0.8695999999999999,0.0646,6.001,-0.7678,3.8,14.59,0.96,33.977,34.2478,,,18.5,118.5590803955899,25.0824
1665,FRA,tack,11.0,2022-07-31T13:57:21.200000+00:00,45.07,45.6,34.81,10.259999999999998,59.6,60.0,922.1,1086.3,827.6,36.88,7.2,18.0,1.8,674.4,,-0.3192,-1.4748,-2.0624,-1.9452,4.0,46.83,2.0,45.30479999999999,52.34539999999999,,,19.1,244.04304037261832,26.304800000000004
1666,FRA,tack,11.0,2022-07-31T13:38:53.600000+00:00,52.21,44.17,33.85,18.36,66.6,62.4,973.5,1035.4,1223.4,36.92,5.8,18.0,2.2,739.4,,-0.1733999999999999,-1.6230000000000002,-2.3504,-1.7982,5.4,49.27,1.04,46.88300000000001,42.77360000000001,,,20.4,217.76796845835904,25.50360000000001
1667,FRA,tack,11.0,2022-07-31T13:40:11.200000+00:00,45.76,25.22,22.5,23.26,54.8,52.4,1021.3,191.5,848.8,35.22,4.8,16.0,2.6,573.2,,0.601,-1.721,6.473,0.0582,4.8,43.99,0.92,36.72899999999999,68.91759999999998,,,19.4,206.6752440439689,22.514800000000005
1670,FRA,tack,11.0,2022-07-31T13:56:29.600000+00:00,36.13,45.14,30.77,5.360000000000003,69.7,65.3,779.6,924.3,1146.6,33.5,6.0,20.0,1.8,656.3,,3.1492,-0.3283999999999999,-0.4603999999999999,-1.5338,6.8,45.34,5.88,93.8008,59.9948,,,20.4,201.38880979886915,26.1742
1671,FRA,tack,11.0,2022-07-31T13:58:02.200000+00:00,50.14,44.42,34.56,15.579999999999998,57.3,52.4,985.7,951.4,847.8,40.15,5.0,19.0,1.6,749.0,,-0.953,-1.9758,-2.5644,-1.5942,3.4,46.5,4.96,43.6944,41.9568,,,21.2,283.2635466655878,26.3062
1672,FRA,tack,11.0,2022-07-31T13:59:08.600000+00:00,40.6,29.5,28.0,12.6,55.6,49.8,889.9,434.6,595.2,30.73,5.0,18.0,1.8,535.4,,-2.6224000000000003,-1.0576,8.0436,0.6092,5.4,40.86,3.03,40.137,73.8494,,,20.4,181.5180518481944,25.5056
1674,FRA,tack,11.0,2022-07-31T13:18:44.200000+00:00,46.08,45.34,32.99,13.089999999999996,58.0,59.7,1098.6,851.8,313.6,34.05,5.4,20.0,1.8,678.4,,0.344,-1.6899999999999995,3.2514,-1.2388000000000003,8.8,47.09,2.96,45.0124,61.47819999999999,,,19.7,231.68347993811176,27.7332
1676,FRA,tack,11.0,2022-07-31T13:17:48.200000+00:00,43.1,25.63,19.48,23.62,44.4,60.1,897.8,227.5,434.3,24.2,4.6,17.0,2.4,88.2,,-1.3434,-1.1694000000000002,9.7374,-0.1418,5.0,35.6,4.36,37.918000000000006,84.5084,,,19.3,243.52388519774505,27.5438
1679,FRA,tack,11.0,2022-07-31T12:11:01.200000+00:00,51.98,51.94,37.7,14.279999999999994,64.1,61.7,1004.5,1140.5,761.4,37.88,5.8,20.0,1.8,794.9,,-2.0368,-2.4772000000000003,-1.8708,-2.5240000000000005,4.0,54.0,0.46,37.3306,34.762600000000006,,,18.8,268.57757923398634,26.346000000000004
1680,FRA,tack,11.0,2022-07-31T12:14:32.600000+00:00,42.39,37.82,31.75,10.64,65.3,55.6,1044.2,983.3,1155.7,34.62,5.2,18.0,2.2,250.0,,-3.6942,-1.4068000000000005,-2.2174,-0.9418,4.6,45.93,4.01,35.9814,37.5584,,,21.5,181.13316777113505,23.4968
1681,FRA,tack,11.0,2022-07-31T12:16:07.600000+00:00,48.91,42.69,34.37,14.54,52.2,66.4,1096.1,1010.0,463.4,41.13,6.2,20.0,2.0,731.4,,0.1482,-2.094,-2.8694,-1.6230000000000002,3.4,49.66,1.11,38.095600000000005,41.006400000000006,,,22.6,257.4112397480165,28.717199999999995
1682,FRA,tack,11.0,2022-07-31T12:17:39.600000+00:00,48.01,37.17,33.56,14.449999999999996,63.3,43.7,997.9,1084.6,1087.6,44.59,5.0,18.0,2.2,789.2,,-2.2382,-2.0708,-2.961,-0.8931999999999999,3.6,46.73,1.89,38.019000000000005,45.6758,,,23.4,254.2201945319292,23.8248
1685,FRA,tack,11.0,2022-07-31T12:21:49.200000+00:00,55.23,49.96,37.22,18.009999999999998,58.6,60.0,1105.9,929.7,997.3,46.96,5.0,20.0,1.4,617.0,,-3.47,-2.6422,-0.9938,-2.2758000000000003,3.6,52.02,3.47,36.9888,38.4038,,,23.0,266.82932557850114,25.2298
1686,FRA,tack,11.0,2022-07-31T12:28:00.200000+00:00,51.06,67.41,34.56,16.5,59.5,134.8,821.1,1082.4,1321.6,37.52,7.0,25.0,2.2,844.5,,-1.3334,-1.9808,0.4878,-1.8592,13.0,50.98,5.22,39.5146,46.11679999999999,,,20.3,4.865268241103905,32.628
1689,FRA,tack,11.0,2022-07-31T12:30:37.600000+00:00,57.37,54.33,39.41,17.96,51.0,54.4,1040.9,991.1,1407.0,43.77,6.0,25.0,1.6,668.6,,1.4958,-1.9038,-1.6476,-2.2662,3.8,53.3,2.87,50.5846,43.96300000000001,,,20.7,332.510617952475,30.288599999999995
1691,FRA,tack,11.0,2022-07-31T13:16:07.600000+00:00,53.6,40.92,34.71,18.89,52.6,77.0,965.3,919.7,733.9,39.14,4.2,18.0,2.2,288.2,,0.2266,-2.1896,-1.3632,-1.2439999999999998,4.6,49.43,3.41,49.77539999999999,45.6574,,,18.9,209.19584077018027,28.2134
1692,FRA,tack,11.0,2022-07-31T12:42:16.600000+00:00,52.63,49.71,35.59,17.04,47.6,57.7,1056.2,1002.3,367.9,34.61,6.6,24.0,1.6,252.7,,-2.1446,-2.0586,-2.476774193548388,-1.945806451612903,4.2,49.29,3.18,40.22599999999999,44.26774193548388,,,19.7,293.7280168769712,30.045
1695,FRA,tack,11.0,2022-07-31T12:51:13.600000+00:00,49.86,38.43,34.07,15.79,89.3,101.6,960.3,889.7,966.6,34.26,4.8,16.0,-0.2,360.4,,0.236,-1.8926000000000005,-0.4735999999999999,-1.0385999999999995,6.2,48.43,1.63,59.93519999999999,65.0528,,,15.6,124.069343176327,0.6169999999999999
1697,FRA,tack,11.0,2022-07-31T13:07:44.200000+00:00,40.58,33.43,25.1,15.479999999999997,53.7,63.0,1053.1,942.7,519.0,27.31,5.6,17.0,2.0,333.6,,-1.6130000000000002,-0.9893999999999998,-0.9872,0.5710000000000001,6.0,38.73,6.86,42.799,57.1312,,,19.2,191.32606252644948,23.828000000000003
1699,GBR,tack,11.0,2022-07-31T13:17:52.200000+00:00,45.24,46.21,34.71,10.53,54.4,58.2,929.7,1040.1,984.5,34.71,4.6,22.0,2.4,386.1,,-0.9074,-1.6736000000000004,-1.332,-1.7162,4.4,51.49,0.52,34.05,37.1964,,,18.3,279.8554547377019,26.2612
1700,GBR,tack,11.0,2022-07-31T13:16:20.600000+00:00,45.71,40.24,32.52,13.189999999999998,56.8,76.9,1048.4,1018.4,1161.0,32.7,7.0,19.0,1.8,411.6,,-0.5916,-1.5742000000000005,-1.7110000000000003,-1.6764,4.4,45.81,0.77,44.02440000000001,42.1394,,,18.9,199.60782219314268,28.362800000000004
1703,GBR,tack,11.0,2022-07-31T13:11:27.200000+00:00,40.57,21.86,8.59,31.98,76.5,49.2,488.0,-76.8,1129.9,12.01,9.8,20.0,-2.4,-133.7,,7.4792,-0.964,3.49,-0.9178,6.2,25.95,-0.04,54.972,43.0132,,,21.9,154.21910976231314,4.002199999999999
1706,GBR,tack,11.0,2022-07-31T13:21:45.600000+00:00,49.09,44.54,32.72,16.370000000000005,49.3,67.2,908.9,1069.8,915.6,37.08,4.6,20.0,1.8,412.5,,-0.8842000000000002,-1.8156,-0.9886,-2.1598,5.4,44.94,1.81,38.9692,42.5076,,,21.4,217.085641570512,26.5202
1709,GBR,tack,11.0,2022-07-31T13:27:51.600000+00:00,40.05,33.42,11.09,28.96,41.1,87.9,720.5,72.3,1398.3,12.81,6.4,25.0,3.2,-133.9,,2.9428,-1.2826000000000002,2.8394,-2.1922,1.4,30.56,1.87,33.551,96.9078,,,12.0,161.95258178109134,32.6376
1712,GBR,tack,11.0,2022-07-31T13:54:53.200000+00:00,45.35,50.21,38.59,6.759999999999998,54.2,56.5,1026.4,962.2,995.4,31.91,5.8,22.0,1.6,847.1,,0.5800000000000001,-2.1182,0.9863999999999998,-2.0316,6.8,53.82,1.95,35.528600000000004,36.58239999999999,,,16.4,265.0674803726854,28.015999999999995
1716,GBR,tack,11.0,2022-07-31T13:22:19.600000+00:00,46.95,45.7,34.46,12.490000000000002,61.2,57.6,1017.2,940.7,645.9,39.2,5.8,21.0,2.0,520.5,,-0.4128,-2.2098,-0.6400000000000001,-1.6316000000000002,4.2,49.12,3.37,38.3256,39.446200000000005,,,19.6,246.8981672345426,27.632800000000003
1717,GBR,tack,11.0,2022-07-31T12:59:23.600000+00:00,55.48,43.75,29.64,25.84,59.5,72.3,957.7,913.1,1150.7,26.26,6.4,21.0,1.4,557.0,,1.262,-1.8068,1.1222,-1.8216000000000003,4.8,47.61,1.22,44.5766,50.06779999999999,,,17.5,255.7701694388181,27.0262
1718,GBR,tack,11.0,2022-07-31T13:05:19.600000+00:00,46.15,43.11,31.6,14.549999999999995,87.1,41.9,1048.0,681.2,682.5,34.96,6.4,22.0,1.4,641.8,,2.131,-1.4286,3.369,-2.2624,5.8,53.13,0.31,41.17759999999999,35.075,,,20.8,226.6813280707557,4.279599999999999
1719,GBR,tack,11.0,2022-07-31T12:45:28.600000+00:00,48.55,48.25,34.61,13.939999999999998,54.4,60.6,918.2,1073.0,1150.0,36.43,5.8,21.0,1.8,642.2,,-0.8366000000000001,-1.7383999999999995,-1.5084,-1.8308,3.8,51.9,2.91,35.843599999999995,37.3464,,,17.0,269.9706829032793,27.3484
1721,GBR,tack,11.0,2022-07-31T11:43:59.600000+00:00,58.48,43.53,35.03,23.45,87.9,88.3,1277.9,957.9,609.3,41.83,5.0,18.0,2.8,552.7,,-0.3686,-2.5771999999999995,-0.1028,-1.4562,5.2,58.17,0.75,54.458,57.995,,,18.7,81.91271374001333,21.8868
1723,GBR,tack,11.0,2022-07-31T11:59:20.600000+00:00,42.99,37.62,25.7,17.290000000000003,56.6,79.3,961.9,582.4,758.4,27.44,6.6,21.0,1.4,183.4,,0.4856,-1.7065999999999997,3.6606,-0.9040000000000002,5.0,41.24,-0.69,49.69,54.46540000000001,,,15.9,172.44187645200338,25.907400000000003
1724,GBR,tack,11.0,2022-07-31T12:10:25.600000+00:00,48.4,49.11,38.62,9.78,50.7,63.5,979.5,1068.3,518.5,42.2,5.2,21.0,1.8,927.4,,-1.5694,-1.6356,-1.3223999999999998,-1.7684000000000004,4.4,52.42,2.68,45.037000000000006,36.423,,,20.4,216.5655985406687,27.3962
1725,GBR,tack,11.0,2022-07-31T12:11:11.200000+00:00,52.06,46.79,37.25,14.810000000000002,58.4,63.1,953.2,932.3,753.9,38.34,5.0,22.0,1.6,731.0,,-1.5806000000000002,-1.994,-0.9421999999999998,-1.6969999999999996,4.2,54.43,0.06,37.588,38.9636,,,17.3,277.69337599945777,29.642
1726,GBR,tack,11.0,2022-07-31T12:11:47.200000+00:00,48.35,54.38,36.55,11.800000000000004,58.3,141.5,1076.7,1096.1,658.3,32.98,3.6,22.0,2.4,761.3,,-1.294,-1.6582,-0.0449999999999999,-1.9464,11.0,53.7,1.8,37.117,39.2548,,,16.1,5.768653878041418,27.7934
1729,GBR,tack,11.0,2022-07-31T12:09:15.200000+00:00,55.84,49.45,36.67,19.17,48.6,58.7,1067.3,856.3,859.2,41.9,4.2,27.0,1.6,228.2,,-2.7612,-2.3064000000000004,1.2732,-1.5141999999999995,3.6,55.12,-1.74,39.49000000000001,45.00980000000001,,,18.4,292.0186716035153,34.53300000000001
1730,GBR,tack,11.0,2022-07-31T12:16:39.600000+00:00,52.52,48.1,37.52,15.0,56.3,60.4,1126.2,983.7,615.5,39.47,4.4,21.0,1.8,865.2,,-2.9624000000000006,-2.3054,-0.8786000000000002,-1.9064,3.8,55.63,-0.93,40.2472,43.6698,,,18.2,267.8396899932074,28.1648
1731,GBR,tack,11.0,2022-07-31T12:17:54.200000+00:00,49.98,46.08,36.1,13.879999999999995,63.1,65.5,1123.9,842.4,835.0,31.43,5.8,20.0,2.2,672.3,,-0.5918,-2.2198,1.662,-1.7366,4.8,55.63,4.42,42.95999999999998,55.35419999999999,,,14.6,182.13704869060751,26.6492
1735,GBR,tack,11.0,2022-07-31T12:41:39.200000+00:00,34.32,47.22,28.76,5.559999999999999,63.7,48.6,576.7,1009.3,1824.2,35.44,5.4,23.0,2.0,914.4,,4.775200000000001,0.2822,-0.989,-1.8056,4.4,48.35,2.75,67.881,54.76300000000001,,,19.6,259.9467925743237,32.5538
1736,GBR,tack,11.0,2022-07-31T12:42:45.600000+00:00,53.54,47.63,32.77,20.77,60.4,58.9,1029.3,1013.7,874.1,34.96,4.8,24.0,1.2,154.5,,-2.3104,-2.2372,-1.0392,-1.6647999999999998,4.4,51.62,0.86,54.7866,57.2118,,,19.6,280.1374843360482,29.7562
1737,GBR,tack,11.0,2022-07-31T12:15:33.600000+00:00,52.92,45.99,34.32,18.6,53.1,60.5,1055.6,1093.2,790.6,33.2,5.8,22.0,2.0,679.5,,-0.558,-1.9958,-1.5228,-2.0164,4.6,48.91,2.07,43.3622,40.22579999999999,,,19.1,288.6294262944958,29.437
1740,NZL,tack,11.0,2022-07-31T13:23:14.200000+00:00,41.85,44.44,27.65,14.200000000000005,44.7,74.3,1233.7,1308.3,1174.6,22.47,4.6,21.0,2.2,283.2,,-2.2206,-1.5068000000000004,-3.583,-2.5306,5.4,40.47,-0.32,41.4892,63.5418,,,15.2,239.0591751244285,28.5682
1743,NZL,tack,11.0,2022-07-31T13:19:22.200000+00:00,48.73,50.58,34.87,13.86,51.0,61.9,1165.5,1224.7,688.8,28.82,6.6,21.0,1.4,505.8,,-4.7366,-2.6060000000000003,-3.2884,-2.4594,4.0,50.9,0.04,43.735200000000006,82.0774,,,20.3,283.74768662572274,30.1858
1744,NZL,tack,11.0,2022-07-31T13:13:14.200000+00:00,34.16,17.33,16.31,17.849999999999998,84.6,59.8,871.7,29.0,1395.2,21.19,8.4,17.0,-1.4,-20.1,,2.3848000000000003,0.0491999999999999,1.2814,-0.0377999999999999,7.0,38.37,3.4,54.4748,54.29160000000001,,,13.0,99.1807006554624,5.416
1747,NZL,tack,11.0,2022-07-31T13:06:06.600000+00:00,45.36,48.54,35.95,9.409999999999997,48.5,52.7,1206.9,1177.5,703.6,41.82,4.0,22.0,2.0,936.1,,-1.8006,-1.7818,-2.2298,-2.2486,4.4,48.25,-1.74,27.177000000000003,29.1938,,,20.5,266.56281029202125,30.7708
1748,NZL,tack,11.0,2022-07-31T13:04:09.600000+00:00,49.29,38.91,34.2,15.089999999999996,52.8,46.9,1211.5,1196.1,1127.4,37.38,5.4,23.0,1.4,737.5,,-1.8994,-2.1146000000000003,-2.1213999999999995,-0.925,4.4,49.15,0.79,46.4292,77.4408,,,18.3,303.7071618156834,28.9542
1750,NZL,tack,11.0,2022-07-31T13:18:15.200000+00:00,50.85,33.88,26.85,24.0,54.1,90.6,1161.8,706.7,983.8,25.34,5.4,19.0,1.8,130.4,,-4.062,-2.5126,2.2004,-0.2,4.2,39.46,0.17,37.114,84.0888,,,17.3,245.9114345912124,27.0292
1751,NZL,tack,11.0,2022-07-31T13:28:50.200000+00:00,43.45,36.86,30.08,13.370000000000005,39.3,15.5,1056.1,1356.4,550.2,35.65,,27.0,1.6,473.4,,-1.334,-1.7391999999999996,1.9552,-0.8056,4.0,49.44,1.21,0.0,43.33079999999999,,,20.3,293.25516665255145,34.562200000000004
1754,NZL,tack,11.0,2022-07-31T14:18:54.200000+00:00,43.16,41.37,31.3,11.859999999999996,51.4,61.9,1174.8,1182.3,491.7,28.24,8.6,22.0,2.6,1003.4,,-2.4674,-1.9392,-0.7981999999999999,-1.3,4.8,45.26,2.04,51.1712,67.752,,,18.4,256.18194403927816,30.8176
1757,NZL,tack,11.0,2022-07-31T13:54:21.600000+00:00,30.81,45.67,25.24,5.57,73.2,52.5,445.5,1235.9,1464.3,29.36,6.8,23.0,1.2,804.9,,7.7296,-0.1068,-1.7593999999999996,-1.9398,4.2,42.28,3.83,10.8756,63.2324,,,18.9,241.46174599892024,28.052200000000003
1758,NZL,tack,11.0,2022-07-31T13:55:49.600000+00:00,41.29,45.21,34.89,6.399999999999999,44.6,60.7,1033.9,1179.1,755.0,32.83,9.8,24.0,1.6,294.0,,-2.9102,-1.2814,-0.0681999999999999,-1.5222000000000002,4.4,43.91,-0.69,34.57,66.51640000000002,,,19.0,257.20440172409644,32.4646
1760,NZL,tack,11.0,2022-07-31T14:09:18.600000+00:00,36.65,35.02,15.74,20.91,74.5,67.9,1032.7,647.3,793.0,9.63,5.2,20.0,-2.2,-144.0,,0.8467999999999999,-1.2355999999999998,3.9208,-1.1112,13.6,30.1,-0.4,53.4446,85.68639999999999,,,16.5,201.03285803770493,25.6844
1762,NZL,tack,11.0,2022-07-31T14:13:42.200000+00:00,12.1,18.54,7.58,4.52,36.4,54.3,-8.9,-50.8,496.5,9.96,2.6,15.0,-1.8,-103.1,,2.1792,-0.0824,4.0452,-0.7474,4.0,9.42,0.49,23.434200000000004,23.6036,,,23.1,115.65830385599467,15.188199999999997
1763,NZL,tack,11.0,2022-07-31T14:18:13.600000+00:00,43.31,36.71,28.22,15.090000000000003,39.8,59.5,1063.8,1123.5,881.0,22.56,5.6,23.0,0.8,103.8,,-2.2304000000000004,-1.4298000000000002,1.103,-0.7266000000000001,4.6,38.07,1.2,27.205000000000005,77.50019999999999,,,16.1,284.122233485768,31.9116
1765,NZL,tack,11.0,2022-07-31T13:47:04.200000+00:00,20.21,16.47,6.5,13.71,78.4,57.7,11.8,-40.8,476.3,14.96,1.6,14.0,0.8,-109.9,,5.0776,-0.7014,1.8772,-0.6002,8.4,12.84,0.24,23.3522,23.3508,,,25.1,81.74056275676077,14.6394
1768,NZL,tack,11.0,2022-07-31T12:45:59.600000+00:00,46.1,39.98,33.95,12.15,47.9,48.9,1166.2,1084.8,744.6,24.45,6.6,22.0,1.4,649.4,,-3.4354,-1.899,-2.764,-1.3774000000000002,4.6,50.29,0.7,34.63,34.0138,,,15.8,275.11696484194243,30.632
1770,NZL,tack,11.0,2022-07-31T11:44:40.600000+00:00,49.12,26.69,24.62,24.5,61.6,86.5,1137.1,161.2,859.2,27.12,6.6,20.0,2.6,-52.3,,-0.868,-1.8174,4.5032,0.1444,7.8,43.34,-0.74,56.527400000000014,92.7164,,,17.6,170.6510349552262,27.1808
1772,NZL,tack,11.0,2022-07-31T11:51:20.200000+00:00,61.35,49.08,30.16,31.19,73.9,99.0,1168.6,1034.3,878.9,23.46,8.2,22.0,1.6,305.8,,-1.1995999999999998,-1.9366,-0.6432000000000001,-2.0298,5.6,49.61,0.84,46.671200000000006,63.66619999999999,,,17.9,163.38056868424607,30.4276
1774,NZL,tack,11.0,2022-07-31T11:59:38.600000+00:00,50.33,49.59,41.41,8.920000000000002,85.1,124.3,896.2,1149.2,1376.3,18.81,6.0,21.0,-0.4,706.7,,-0.8523999999999998,-1.5507999999999995,-1.5356,-1.8462,12.8,55.52,2.59,46.47699999999999,61.869,,,8.8,235.65143321040944,7.722
1775,NZL,tack,11.0,2022-07-31T12:01:26.200000+00:00,55.25,49.74,40.24,15.009999999999998,57.6,58.9,1132.7,853.1,906.6,41.49,6.2,25.0,1.2,675.3,,-3.1420000000000003,-2.3948,0.9588,-1.4229999999999998,3.8,53.13,-1.08,40.4508,72.9804,,,19.5,315.2076112915591,31.0696
1776,NZL,tack,11.0,2022-07-31T12:10:36.200000+00:00,53.14,41.49,30.66,22.48,51.1,54.7,1125.4,1343.5,753.2,35.62,6.0,23.0,1.6,982.9,,-2.9154,-2.2958000000000003,-3.3708,-1.6568,4.2,49.92,-0.05,32.2908,50.759799999999984,,,19.0,292.61522792836706,33.981
1777,NZL,tack,11.0,2022-07-31T12:11:42.600000+00:00,51.35,55.4,32.46,18.89,58.7,138.8,1129.1,1164.1,691.1,33.48,7.0,24.0,2.4,-42.7,,-2.7903999999999995,-2.2364,-0.325,-1.9210000000000005,7.8,51.12,1.79,43.4128,91.61,,,20.8,24.768821365666348,29.733200000000007
1780,NZL,tack,11.0,2022-07-31T12:16:01.600000+00:00,48.37,46.97,30.79,17.58,49.5,60.1,1221.0,1204.1,703.8,31.43,6.0,21.0,2.2,906.8,,-2.6798,-2.3062,-3.5844,-2.1758,4.6,47.06,1.07,34.8078,65.21600000000001,,,19.8,282.1331631281465,29.8384
1781,NZL,tack,11.0,2022-07-31T12:17:50.600000+00:00,43.41,37.67,33.18,10.229999999999997,48.4,53.6,1163.5,1305.9,976.8,35.62,9.4,20.0,1.4,393.4,,-2.799799999999999,-1.8854,-1.328,-1.3782,4.6,45.64,1.07,38.36,64.2518,,,19.1,220.58142231440343,26.744
1784,NZL,tack,11.0,2022-07-31T12:18:56.600000+00:00,53.83,57.04,31.09,22.74,54.2,121.5,1124.7,1165.1,1283.2,30.65,9.8,23.0,1.8,827.8,,-2.8517999999999994,-2.4044000000000003,0.6087999999999999,-1.7489999999999997,6.8,50.37,-0.56,40.8116,67.91539999999999,,,18.9,117.4109934780932,31.648000000000003
1786,NZL,tack,11.0,2022-07-31T12:42:38.600000+00:00,56.83,37.54,26.3,30.53,57.2,76.0,883.5,655.5,456.3,13.33,0.8,26.0,0.0,53.2,,0.0611999999999999,-2.0798,2.007391304347826,-0.9117391304347828,15.4,42.43,0.87,42.5838,42.32956521739129,,,8.0,193.92113157594912,33.335
1787,NZL,tack,11.0,2022-07-31T12:33:49.200000+00:00,48.51,57.09,24.47,24.04,66.9,115.0,946.6,960.7,659.5,17.45,4.6,24.0,0.4,-35.3,,0.8502000000000001,-1.9420000000000004,-1.959,-2.333,19.0,42.74,-0.26,47.0594,42.2972,,,10.9,69.42834964289827,29.3278
1790,NZL,tack,11.0,2022-07-31T12:24:45.200000+00:00,49.76,54.87,38.01,11.75,44.2,56.6,1110.4,1008.3,901.3,35.41,6.0,28.0,1.8,925.0,,-2.7948000000000004,-1.8426,-2.3168,-2.5446000000000004,3.8,51.37,-2.07,43.168600000000005,83.97480000000002,,,17.6,332.1498547935693,33.71019999999999
1791,NZL,tack,11.0,2022-07-31T12:22:50.600000+00:00,52.49,41.58,32.78,19.71,52.9,49.4,1152.2,1073.1,698.7,38.14,6.2,22.0,2.4,940.1,,-2.7534,-2.55,-3.547,-1.4509999999999998,4.8,49.47,-1.15,36.274800000000006,56.5966,,,20.8,283.7964328321561,29.632
1797,SUI,tack,11.0,2022-07-31T13:24:10.200000+00:00,46.87,33.51,22.75,24.12,45.3,67.3,1057.2,338.2,1004.1,34.06,6.6,21.0,2.0,1016.6,,-2.0986,-2.0420000000000003,2.7722,-0.7837999999999999,5.0,47.17,-0.3,48.67100000000001,66.64719999999997,,,19.3,203.2115591892026,29.216600000000003
1798,SUI,tack,11.0,2022-07-31T13:23:25.200000+00:00,47.78,48.58,31.42,16.36,64.8,64.1,1054.2,1019.2,777.6,31.36,7.2,20.0,1.8,195.9,,-2.0608,-2.134,-1.5124000000000002,-2.3096,5.0,48.3,-3.53,45.19520000000001,57.4992,,,21.1,221.4136475523377,22.1626
1799,SUI,tack,11.0,2022-07-31T13:22:25.200000+00:00,46.13,46.73,31.06,15.070000000000004,53.2,66.1,1043.2,1063.0,965.1,34.59,6.2,20.0,1.6,759.9,,-0.7143999999999999,-1.7716,-1.753,-1.998,5.4,48.76,0.26,74.54860000000001,78.5838,,,19.1,248.7294926162244,26.9366
1803,SUI,tack,11.0,2022-07-31T13:13:16.600000+00:00,31.38,11.19,9.1,22.28,72.8,33.4,783.8,-7.3,1180.8,15.17,8.8,14.0,1.4,-127.7,,0.5555999999999999,0.1888,0.6072000000000001,0.0234,6.6,32.55,-1.46,98.24260000000002,98.2468,,,22.1,91.0396045812988,20.4426
1804,SUI,tack,11.0,2022-07-31T13:25:29.600000+00:00,35.4,51.35,30.35,5.049999999999997,56.3,77.1,1003.8,1160.0,1144.8,27.05,5.6,21.0,0.8,481.1,,-1.6156,-1.0568,-0.2072,-2.5658,4.6,42.99,-1.41,60.9426,61.1176,,,18.2,192.46037758262747,26.5994
