,BOAT,type,WING_CONFIG_unk,DATETIME,entry_bsp,exit_bsp,min_bsp,bsp_loss,entry_twa,exit_twa,entry_rh,exit_rh,entry_rh_stability,max_yaw_rate,two_DB_time,tws,pop_time,turn_min_rh,t_invert,entry_heel,entry_pitch,exit_heel,exit_pitch,turning_time,bsp_at_drop,heel_at_drop,entry_jib_lead,exit_jib_lead,entry_jib_sheet,exit_jib_sheet,max_rudder_angle,vmg_distance,theoretical_target_vmg
0,AUS,tack,11.0,2022-06-18T17:57:22.600000+00:00,49.91,49.12,33.83,16.08,50.7,69.1,1098.7,1049.8,1599.7,27.98,5.2,23.0,2.0,762.2,,-0.106,-1.9224,0.0775999999999999,-2.095,6.2,53.06,0.38,35.249,35.29560000000001,,,18.2,280.9516972486213,31.9518
1,AUS,tack,11.0,2022-06-18T19:19:50.600000+00:00,55.43,41.65,32.44,22.99,56.6,53.9,935.5,1067.6,895.0,32.04,5.4,25.0,1.6,676.5,,1.8204,-2.1756,0.3671999999999999,-0.8928000000000001,3.2,53.96,2.77,36.6418,36.5112,,,15.6,312.6589002346625,32.19780000000001
4,AUS,tack,11.0,2022-06-18T19:24:20.600000+00:00,54.55,50.58,37.36,17.189999999999998,52.9,54.3,959.2,1031.3,541.9,35.11,6.0,28.0,1.8,408.3,,-0.1393999999999999,-2.1274,-1.415,-1.7333999999999998,4.6,53.85,0.5,33.538999999999994,33.5522,,,17.2,329.8870672941985,34.4158
5,AUS,tack,11.0,2022-06-18T19:25:05.200000+00:00,56.5,51.65,40.25,16.25,52.1,51.2,1037.3,1045.4,1019.4,30.15,5.6,28.0,1.6,654.2,,0.0935999999999999,-2.179,-0.6725999999999999,-2.0958,4.8,56.75,-1.17,33.5816,33.528800000000004,,,16.1,179.27714048348523,35.4722
6,AUS,tack,11.0,2022-06-18T19:25:43.600000+00:00,52.84,57.2,38.22,14.620000000000005,48.6,71.9,1041.1,857.0,488.6,31.52,7.0,28.0,1.6,509.6,,-0.473,-2.0566,0.6102,-2.2608,4.2,55.49,3.03,33.531,40.80780000000001,,,16.9,266.5772514343008,34.65239999999999
9,AUS,tack,11.0,2022-06-18T19:50:46.600000+00:00,50.75,46.31,38.35,12.4,46.1,52.9,960.0,941.7,1289.4,34.71,5.0,28.0,1.2,804.5,,0.1213999999999999,-2.043,-0.2902,-1.6306,3.4,52.5,-0.78,34.1634,34.12,,,17.3,101.94450168309274,35.5576
10,AUS,tack,11.0,2022-06-18T19:52:01.600000+00:00,53.01,50.78,38.76,14.25,46.3,55.2,909.7,990.8,522.0,34.65,5.6,30.0,1.8,524.8,,-1.4666,-2.1788000000000003,-0.2052,-1.8208,3.6,53.32,0.63,34.28999999999999,34.2266,,,17.7,348.97555313394315,35.18900000000001
11,AUS,tack,11.0,2022-06-18T19:52:50.600000+00:00,52.8,47.92,38.38,14.419999999999996,45.9,49.3,952.7,984.2,1162.9,32.67,4.8,29.0,1.8,724.4,,-0.3556,-2.0142,-0.2298,-1.5448,3.8,52.87,0.61,34.239000000000004,34.1968,,,15.6,361.878041157857,35.7182
13,AUS,tack,11.0,2022-06-18T19:55:38.200000+00:00,50.76,50.26,36.51,14.25,43.2,56.4,902.9,901.2,967.7,37.43,4.8,32.0,2.0,110.3,,1.077,-1.5071999999999997,-0.0353999999999999,-1.7297999999999996,3.6,48.06,2.69,36.8422,36.687000000000005,,,18.3,337.7768508434827,36.3856
14,AUS,tack,11.0,2022-06-18T19:56:51.200000+00:00,52.29,52.44,37.79,14.5,45.9,53.2,1001.6,1027.7,650.1,28.94,4.2,31.0,1.6,658.6,,-0.4208,-1.8772,-0.2974,-2.0692,4.8,53.95,-1.23,36.711000000000006,36.6854,,,16.8,352.5245267256165,36.561400000000006
15,AUS,tack,11.0,2022-06-18T19:57:58.600000+00:00,49.29,53.65,36.58,12.71,41.1,56.4,985.2,1225.9,1250.8,26.15,6.8,29.0,1.8,800.2,,-1.2819999999999998,-1.7348,0.9208,-2.0296,4.4,50.22,-0.65,36.686800000000005,36.71000000000001,,,16.7,284.6480132652517,34.9808
18,AUS,tack,11.0,2022-06-18T20:12:53.200000+00:00,51.58,49.93,36.43,15.15,48.5,51.3,953.2,1013.0,1837.6,35.57,7.6,29.0,2.4,796.0,,-0.2572,-1.7643999999999995,-0.4147999999999999,-1.745,4.0,55.39,2.52,35.608799999999995,35.6194,,,16.1,98.48960046691242,35.984399999999994
19,AUS,tack,11.0,2022-06-18T20:14:06.600000+00:00,55.1,59.46,39.47,15.630000000000004,47.6,68.3,934.9,1039.6,745.0,31.46,7.0,31.0,1.6,533.1,,0.6892,-1.9614000000000005,1.3274,-2.2452,4.4,53.18,1.84,35.6508,35.769800000000004,,,15.3,178.02887529101815,35.5208
20,AUS,tack,11.0,2022-06-18T20:14:54.200000+00:00,55.42,55.12,38.31,17.11,47.8,59.6,984.9,1043.1,1070.7,27.29,5.2,31.0,2.0,606.5,,0.0454,-1.9956,-0.239,-2.0324,3.6,56.12,-0.06,35.768,35.6792,,,16.0,360.2960073068607,36.2554
23,AUS,tack,11.0,2022-06-18T20:18:34.200000+00:00,51.86,53.32,34.9,16.96,44.3,69.3,1100.8,1094.5,665.0,42.25,4.2,30.0,1.4,842.8,,-0.63,-1.6923999999999997,0.0114,-2.0474,3.6,51.43,-0.65,36.185,36.11840000000001,,,19.6,73.57841623709407,36.4948
24,AUS,tack,11.0,2022-06-18T20:19:50.600000+00:00,51.79,42.46,35.49,16.299999999999997,42.2,47.2,1067.9,1157.1,1269.3,29.39,7.0,27.0,1.8,665.2,,-1.1286,-1.8936,-0.4959999999999999,-1.3633999999999995,3.8,49.67,-0.27,36.1542,36.1024,,,15.2,344.45834120845734,34.78880000000001
28,AUS,tack,11.0,2022-06-18T19:18:28.200000+00:00,42.59,42.9,33.66,8.930000000000007,41.2,55.9,1100.2,980.8,451.5,30.58,4.4,25.0,1.8,538.3,,-0.503,-1.2114,-0.0282,-1.003,4.2,47.36,2.72,36.545,36.5108,,,18.0,280.9099253751397,33.689
29,AUS,tack,11.0,2022-06-18T19:16:54.200000+00:00,43.36,40.66,35.47,7.890000000000001,46.6,44.9,897.5,998.8,1942.2,31.58,6.8,28.0,2.4,561.2,,0.5549999999999999,-0.7891999999999999,-0.4111999999999999,-0.248,4.0,49.99,0.86,43.326,36.551,,,16.1,265.7789379143745,35.0152
34,AUS,tack,11.0,2022-06-18T18:03:17.600000+00:00,21.9,25.73,8.3,13.599999999999998,48.2,38.4,42.6,153.9,621.8,8.49,9.6,21.0,1.8,-161.8,,1.392,-0.1672,8.201199999999998,-1.1928,2.2,22.81,0.62,37.781,37.6764,,,18.6,120.03039040861547,26.908600000000007
35,AUS,tack,11.0,2022-06-18T18:04:38.200000+00:00,47.56,38.29,32.62,14.940000000000005,45.9,51.7,1044.2,965.5,1386.3,26.4,5.2,23.0,2.0,283.2,,-0.8321999999999999,-1.7038,0.1083999999999999,-0.5994000000000002,5.0,49.72,3.37,37.8142,37.75899999999999,,,18.7,43.56822353822034,32.2424
36,AUS,tack,11.0,2022-06-18T18:05:37.600000+00:00,44.4,55.11,34.22,10.18,47.7,140.0,1108.7,1051.0,937.8,30.3,7.0,22.0,1.8,554.3,,-1.6165999999999996,-1.4501999999999995,2.6384,-1.5956,9.4,46.91,1.16,37.7666,79.45639999999999,,,18.6,11.807151899228623,28.542999999999992
39,AUS,tack,11.0,2022-06-18T18:08:37.200000+00:00,50.19,15.85,12.09,38.1,57.0,31.2,1082.2,-41.5,1748.1,25.54,5.0,23.0,2.0,194.3,,0.4998,-2.1830000000000003,0.9472,0.1308,4.6,45.67,-2.21,33.64280000000001,33.340799999999994,,,17.6,275.2167722759418,29.3902
40,AUS,tack,11.0,2022-06-18T18:11:17.600000+00:00,25.51,25.94,8.0,17.51,65.2,43.8,55.2,35.9,761.1,9.52,2.8,23.0,7.6,-123.0,,1.8428,0.2386,4.719799999999999,-0.9304,2.4,20.99,-0.61,34.91880000000001,34.8972,,,13.9,130.11231547398168,33.6772
44,AUS,tack,11.0,2022-06-18T18:17:41.600000+00:00,51.0,39.42,33.04,17.96,52.4,52.4,965.2,1006.2,1130.5,30.05,5.6,23.0,2.2,590.6,,-0.3268,-1.7857999999999998,-0.4527999999999999,-0.6954000000000002,4.4,53.06,1.66,34.4398,34.3338,,,16.8,186.3367147245188,32.33740000000001
45,AUS,tack,11.0,2022-06-18T18:19:14.200000+00:00,52.98,45.36,37.2,15.779999999999994,54.1,52.9,1011.3,1171.2,741.4,31.98,4.8,23.0,2.2,402.7,,-0.1494,-2.1332,-0.7447999999999999,-1.4932000000000003,5.2,53.57,0.88,34.5598,34.469,,,16.8,303.05125932823535,29.7424
46,AUS,tack,11.0,2022-06-18T17:59:04.600000+00:00,47.36,41.5,34.09,13.269999999999996,48.3,48.6,1059.7,1094.8,979.4,33.68,4.6,22.0,1.8,504.2,,-0.7199999999999999,-1.8007999999999995,-0.0815999999999999,-0.8508,4.0,50.0,1.1,35.312,37.59660000000001,,,18.6,296.8926118187367,27.2386
50,AUS,tack,11.0,2022-06-18T18:23:11.600000+00:00,47.38,49.34,37.37,10.010000000000003,47.6,61.8,1031.1,1039.4,1044.6,33.16,5.8,23.0,1.6,764.7,,0.2734,-1.8044,-1.1728,-2.153,4.0,51.83,0.34,33.8564,33.84879999999999,,,17.0,275.26592828761545,30.6866
51,AUS,tack,11.0,2022-06-18T18:24:45.600000+00:00,53.15,35.05,29.47,23.68,55.3,45.2,1118.3,1005.1,1089.8,33.37,6.4,23.0,2.2,703.1,,-0.2164,-2.1668000000000003,3.5558000000000005,0.8873999999999999,4.0,53.87,4.03,33.91680000000001,35.34219999999999,,,17.3,280.2712335810631,29.422600000000003
53,AUS,tack,11.0,2022-06-18T18:37:04.200000+00:00,32.27,28.97,12.8,19.47,49.2,44.7,119.6,272.9,686.2,10.58,3.0,25.0,0.2,-171.3,,8.6766,-0.6292000000000001,4.954200000000001,-0.1308,4.0,24.45,9.96,45.2112,44.98799999999999,,,14.9,195.28531028638537,33.4374
54,AUS,tack,11.0,2022-06-18T18:39:10.200000+00:00,53.29,35.35,21.82,31.47,61.2,58.3,779.5,401.2,1729.0,19.54,5.0,25.0,1.2,-51.6,,2.7398,-1.9694,4.2508,-0.8152000000000001,8.4,41.06,1.65,45.2152,45.09460000000001,,,13.5,245.0708142954486,31.2508
56,AUS,tack,11.0,2022-06-18T18:19:46.200000+00:00,46.8,48.96,35.89,10.909999999999997,54.0,66.2,1129.3,875.3,1129.7,38.76,4.8,24.0,1.6,462.1,,-0.6681999999999999,-1.7198000000000002,1.457,-1.6185999999999998,4.6,48.45,0.15,34.4698,34.5048,,,20.8,274.7383197867329,31.5506
57,AUS,tack,11.0,2022-06-18T18:53:29.600000+00:00,52.33,51.81,36.23,16.1,57.6,75.5,959.3,930.3,1333.8,34.78,5.2,24.0,1.6,805.7,,-1.5254,-2.122,0.5319999999999999,-2.1772,4.4,49.06,-0.41,36.06999999999999,36.1086,,,17.1,299.3975140941369,32.5824
59,AUS,tack,11.0,2022-06-18T19:13:32.600000+00:00,29.87,20.76,9.52,20.35,52.5,33.0,-2.6,-6.6,544.5,13.68,3.6,25.0,1.8,-140.2,,5.8844,-0.6267999999999999,5.8508,-0.5854,1.4,28.61,4.58,48.61280000000001,48.48340000000001,,,17.9,171.25829431189342,31.0116
61,CAN,tack,11.0,2022-06-18T19:43:11.600000+00:00,60.57,50.83,37.73,22.840000000000003,86.4,51.2,878.3,859.5,771.5,31.49,5.6,32.0,1.2,309.8,,2.0506,-1.3706000000000005,1.2568,-1.4684000000000004,4.2,51.54,1.4,48.8346,37.92700000000001,,,15.4,316.50475659717983,3.1556
65,CAN,tack,11.0,2022-06-18T19:25:06.600000+00:00,47.77,48.73,34.3,13.470000000000006,39.7,52.0,952.7,902.9,937.5,34.31,7.0,29.0,0.8,500.2,,-0.9014,-1.5321999999999998,0.6758,-1.5583999999999998,3.8,46.96,0.93,37.0358,40.97259999999999,,,18.1,321.2418280185513,35.044200000000004
67,CAN,tack,11.0,2022-06-18T19:22:33.200000+00:00,41.67,42.25,34.52,7.149999999999999,45.8,41.7,769.4,979.7,2000.0,32.69,7.2,29.0,1.8,593.4,,4.8142000000000005,-0.9212,1.361,-0.9798,3.6,44.06,3.74,34.5508,36.6394,,,18.5,288.5792403047316,35.7752
69,CAN,tack,11.0,2022-06-18T19:19:21.600000+00:00,46.34,47.13,34.16,12.180000000000009,41.9,48.0,973.4,990.8,1310.4,33.95,8.8,28.0,1.4,655.7,,0.2195999999999999,-1.2,1.4756,-1.2056,3.6,48.57,1.6,33.907000000000004,31.170200000000005,,,18.7,330.7263378550443,34.37179999999999
70,CAN,tack,11.0,2022-06-18T19:17:21.200000+00:00,51.47,37.07,35.31,16.159999999999997,47.2,42.9,937.3,873.6,1261.1,38.86,6.8,26.0,2.0,633.4,,-0.5286,-2.0186,2.0534,-0.1586,3.8,54.35,1.46,36.6568,46.054,,,19.1,295.0643258244177,33.4944
71,CAN,tack,11.0,2022-06-18T19:50:07.600000+00:00,59.55,49.94,38.37,21.18,81.5,49.3,885.5,905.0,2000.0,33.11,5.6,32.0,1.4,595.4,,1.889,-1.6173999999999995,-1.1368,-1.8218,3.8,53.62,2.48,44.2108,39.3948,,,15.9,215.33910184402768,6.928
72,CAN,tack,11.0,2022-06-18T19:23:52.600000+00:00,50.73,48.53,35.02,15.709999999999994,45.7,50.7,894.0,1013.8,758.4,35.61,6.4,29.0,1.4,433.4,,1.1704,-1.979,-0.0108,-1.8502,3.8,49.27,0.9,38.6084,35.199400000000004,,,17.8,331.38793346902736,35.627199999999995
73,CAN,tack,11.0,2022-06-18T19:51:37.600000+00:00,51.08,46.7,31.59,19.49,46.2,54.1,986.9,1125.9,1066.0,35.19,5.6,27.0,2.0,534.0,,-0.157,-1.9398,-0.9788,-1.5940000000000003,4.0,48.7,1.31,37.748000000000005,44.1852,,,19.8,309.82577925261074,35.48740000000001
76,CAN,tack,11.0,2022-06-18T19:55:21.200000+00:00,55.65,50.63,36.72,18.93,67.4,49.5,820.4,969.8,2000.0,33.38,5.2,32.0,1.4,393.9,,1.4544,-1.4904000000000002,-0.2912,-1.8207999999999995,3.8,50.95,2.81,44.33039999999999,40.3138,,,16.0,141.16261823601147,25.539
77,CAN,tack,11.0,2022-06-18T19:56:45.200000+00:00,53.2,51.4,35.54,17.660000000000004,48.2,56.7,903.8,1120.4,1348.7,30.93,5.8,29.0,1.6,742.5,,0.8847999999999999,-1.9876000000000005,-0.8748,-2.0474,3.6,51.55,1.94,37.8128,46.94199999999999,,,17.8,345.9198949483969,36.0844
78,CAN,tack,11.0,2022-06-18T19:57:49.200000+00:00,51.83,55.34,35.51,16.32,45.5,56.3,1024.0,923.3,920.1,29.6,7.2,30.0,1.4,298.2,,-0.8786000000000002,-1.803,0.0725999999999999,-1.7454000000000005,4.0,48.93,1.29,36.19,44.46620000000001,,,16.8,294.59258308118945,35.1192
80,CAN,tack,11.0,2022-06-18T20:12:06.600000+00:00,61.94,52.13,38.77,23.169999999999995,88.7,54.6,908.7,960.5,1876.4,37.01,7.8,35.0,1.4,711.9,,0.4301999999999999,-1.8772,-0.7236,-2.18,3.6,53.46,3.25,44.5576,46.1756,,,16.8,87.88825559352458,6.541800000000002
81,CAN,tack,11.0,2022-06-18T20:13:23.600000+00:00,55.73,45.16,35.94,19.79,47.2,43.9,1025.3,1178.6,1499.5,34.42,8.4,30.0,1.4,724.0,,-1.0042,-2.1412,-0.237,-1.2740000000000002,4.8,51.01,0.19,35.0178,47.0842,,,19.4,80.98796775223899,36.162200000000006
82,CAN,tack,11.0,2022-06-18T20:14:36.600000+00:00,51.13,51.4,33.9,17.230000000000004,43.9,50.4,1105.6,1125.9,1093.7,31.99,5.4,29.0,1.4,160.4,,-0.212,-1.6995999999999998,-0.1666,-2.0486,3.4,49.34,0.73,36.57999999999999,43.60460000000001,,,15.4,58.918417648464576,35.1694
84,CAN,tack,11.0,2022-06-18T20:17:17.200000+00:00,53.29,47.92,34.25,19.04,60.5,49.5,700.2,954.6,2000.0,30.41,5.4,33.0,1.4,578.8,,2.3818,-1.2818,-0.5867999999999999,-1.6786,4.4,51.09,1.46,43.5,47.9838,,,15.0,69.14581276953653,37.1192
85,CAN,tack,11.0,2022-06-18T20:18:39.600000+00:00,51.56,52.96,34.72,16.840000000000003,45.2,57.1,950.1,1161.9,768.3,37.25,5.4,29.0,1.8,780.5,,0.0824,-1.8568,0.0195999999999999,-2.1092,3.6,47.25,-0.95,43.406000000000006,46.15279999999999,,,18.4,273.2394499352146,36.2576
86,CAN,tack,11.0,2022-06-18T20:19:44.600000+00:00,53.22,45.57,30.77,22.45,45.7,54.8,1035.3,999.5,965.3,29.97,5.2,28.0,1.4,29.9,,-0.3305999999999999,-2.0978000000000003,0.575,-1.5464000000000002,4.0,52.36,1.78,41.061800000000005,47.9124,,,15.9,316.4986072599226,35.0818
87,CAN,tack,11.0,2022-06-18T19:52:45.200000+00:00,49.67,56.59,35.58,14.090000000000003,42.6,57.1,1044.0,1092.0,1174.9,33.24,6.8,27.0,1.2,719.4,,-0.7922,-1.5582,-1.267,-2.4298000000000006,3.8,49.1,1.06,34.14,41.87420000000001,,,17.4,323.626885173765,33.905
90,CAN,tack,11.0,2022-06-18T19:03:11.600000+00:00,49.54,47.16,35.21,14.329999999999998,52.5,53.2,946.4,1008.3,1496.4,32.44,6.8,27.0,1.2,563.9,,1.8786,-1.888,-0.1604,-1.6464,4.0,52.3,2.72,41.9748,36.482200000000006,,,17.3,22.37918565983961,34.698
91,CAN,tack,11.0,2022-06-18T18:03:47.600000+00:00,48.83,42.85,35.98,12.85,51.2,70.1,947.5,1102.9,1262.3,35.8,7.4,20.0,1.6,590.0,,-0.2044,-1.877,-0.1843999999999999,-1.5678000000000003,4.0,48.83,0.1,33.5572,39.4362,,,17.1,104.14794853138618,28.8866
92,CAN,tack,11.0,2022-06-18T19:06:02.200000+00:00,43.87,23.73,18.98,24.89,62.9,42.7,857.9,-28.7,1959.1,10.02,4.8,28.0,-1.8,-61.7,,0.1068,-1.0306,2.6824,0.0842,2.2,38.38,3.95,34.2028,40.5048,,,8.5,251.14687889862336,34.593
95,CAN,tack,11.0,2022-06-18T18:09:03.600000+00:00,46.92,44.51,33.27,13.65,54.2,55.4,1033.9,870.1,2000.0,28.58,6.0,23.0,2.4,206.8,,1.3394,-1.6957999999999998,0.0037999999999999,-1.16,4.2,49.59,-0.39,33.227,36.1062,,,13.4,293.1163923719354,28.365
96,CAN,tack,11.0,2022-06-18T18:10:04.600000+00:00,50.19,46.86,32.53,17.659999999999997,50.2,68.0,980.0,1083.5,1180.6,38.87,5.4,23.0,2.0,512.6,,-0.54,-1.927,0.0704,-1.6453999999999995,4.0,47.97,-2.52,31.924600000000005,35.16740000000001,,,19.7,260.3873541478709,31.413400000000003
97,CAN,tack,11.0,2022-06-18T18:11:02.600000+00:00,51.78,44.07,35.08,16.700000000000003,53.8,50.3,1096.4,1080.4,951.8,29.25,6.6,24.0,1.0,576.0,,-0.9528000000000002,-1.7428,-1.1834,-1.6234000000000004,4.0,47.79,1.77,34.436600000000006,35.3158,,,15.9,304.1579620830464,31.213
99,CAN,tack,11.0,2022-06-18T18:13:59.200000+00:00,47.51,43.32,35.35,12.159999999999997,52.3,47.3,826.4,927.7,1361.1,38.69,6.6,23.0,2.0,721.7,,1.7281999999999995,-1.4648,-1.4905999999999997,-1.5136,4.0,49.35,1.44,42.28000000000001,32.48799999999999,,,18.4,266.0025752281353,29.841800000000003
100,CAN,tack,11.0,2022-06-18T18:14:45.600000+00:00,46.85,43.85,34.44,12.410000000000004,45.3,65.6,1091.4,847.8,1219.1,32.86,5.0,24.0,1.2,402.8,,-0.6062,-1.5108,0.4863999999999999,-1.1938,4.8,47.55,-1.86,28.329,34.633,,,18.1,293.93737888426216,33.558
101,CAN,tack,11.0,2022-06-18T18:15:27.200000+00:00,47.59,45.25,33.86,13.730000000000004,59.7,53.6,972.3,1017.2,1174.4,28.18,4.8,22.0,1.4,589.3,,-0.3382,-1.5968000000000004,-0.3856,-1.5547999999999995,4.4,48.58,-0.32,29.101,28.755,,,16.0,254.11892508137265,28.437
102,CAN,tack,11.0,2022-06-18T18:29:23.600000+00:00,53.67,47.06,36.57,17.1,59.8,56.2,1097.5,939.8,1994.2,34.37,6.6,25.0,1.2,218.6,,0.1674,-1.8326,-0.7766,-1.6031999999999993,4.0,50.0,3.9,36.5422,34.190400000000004,,,17.2,286.18623152419366,32.47299999999999
103,CAN,tack,11.0,2022-06-18T18:30:41.200000+00:00,50.12,44.91,32.35,17.769999999999996,54.7,73.8,1066.9,1193.4,442.5,32.3,6.6,22.0,1.8,841.5,,-1.0736,-2.1604,0.1389999999999999,-1.9342,4.4,51.31,0.77,31.924000000000007,31.7724,,,12.6,244.2217346614314,30.6866
104,CAN,tack,11.0,2022-06-18T18:05:20.200000+00:00,50.62,45.03,34.06,16.559999999999995,54.1,51.6,903.5,1022.4,2000.0,32.43,6.6,23.0,1.4,676.0,,0.2507999999999999,-2.082,-1.0075999999999998,-1.507,3.8,48.42,2.57,34.436800000000005,42.90339999999998,,,17.1,285.6100848070704,29.1534
106,CAN,tack,11.0,2022-06-18T18:32:03.200000+00:00,48.25,31.83,26.26,21.99,51.7,38.0,1003.1,705.2,1683.3,28.81,5.4,24.0,1.0,332.0,,0.248,-2.0732,2.1826,0.3076,4.2,44.12,0.48,36.3146,36.9466,,,17.2,307.14722551950103,31.6992
108,CAN,tack,11.0,2022-06-18T18:50:39.200000+00:00,51.77,45.42,31.08,20.690000000000005,56.5,65.6,964.3,980.9,868.2,31.27,5.0,24.0,1.4,287.1,,-1.0732000000000002,-2.0428,0.6226,-1.3525999999999998,4.2,50.33,-2.29,36.382000000000005,35.944199999999995,,,17.6,287.6434931489874,31.8618
109,CAN,tack,11.0,2022-06-18T18:49:18.200000+00:00,50.23,46.06,34.71,15.519999999999996,55.1,51.1,872.8,932.9,589.9,22.4,6.2,26.0,1.6,1006.8,,0.4564,-1.9106,-0.1022,-1.4732000000000005,4.4,49.81,4.5,31.469,37.7096,,,17.4,305.7940459655586,32.5328
114,CAN,tack,11.0,2022-06-18T18:39:34.200000+00:00,32.87,30.86,26.26,6.609999999999996,53.5,44.8,488.4,335.0,1197.4,28.6,6.6,21.0,2.6,153.8,,4.2952,0.4310000000000001,7.0124,0.0955999999999999,4.4,38.29,4.82,50.2552,54.573600000000006,,,18.5,201.45887014517407,27.09379999999999
116,CAN,tack,11.0,2022-06-18T18:35:54.200000+00:00,35.35,19.56,18.79,16.560000000000002,75.6,29.8,342.7,46.9,1305.6,25.1,6.8,25.0,1.8,691.1,,4.188399999999999,-0.4583999999999999,4.740399999999999,0.1026,4.4,45.89,3.71,44.354,52.40799999999999,,,14.6,186.7571686051296,31.175
118,DEN,tack,11.0,2022-06-18T19:55:58.600000+00:00,44.25,45.51,37.86,6.390000000000001,48.1,51.3,917.2,1001.8,1716.5,37.76,3.8,32.0,2.4,574.1,,2.1826000000000003,-1.138,0.8357999999999999,-1.3703999999999998,3.6,48.18,5.47,46.441,42.32320000000001,,,19.0,316.3863753885358,36.612
119,DEN,tack,11.0,2022-06-18T19:23:48.600000+00:00,48.01,49.63,37.23,10.78,43.4,61.6,1087.8,1251.2,1498.4,43.91,10.6,27.0,2.2,412.0,,-0.2429999999999999,-2.0546,0.4278,-2.5672,3.6,47.07,0.68,36.7628,42.2088,,,20.3,276.12495788374264,34.7716
120,DEN,tack,11.0,2022-06-18T19:24:55.600000+00:00,49.92,54.11,39.39,10.53,42.9,58.7,1008.9,901.1,1136.1,37.09,4.6,27.0,2.2,700.0,,-0.9284,-2.1904000000000003,-0.241,-2.1091999999999995,4.0,52.81,1.64,39.03979999999999,48.8258,,,16.0,308.5040035778005,34.587599999999995
121,DEN,tack,11.0,2022-06-18T19:47:32.200000+00:00,27.25,28.19,15.99,11.26,40.1,39.8,493.8,271.2,2000.0,16.51,6.8,28.0,2.6,-99.6,,4.602799999999999,1.4033999999999998,5.651800000000001,0.6279999999999998,6.6,31.14,1.93,59.82320000000001,69.0176,,,17.4,203.6333291789008,34.5808
123,DEN,tack,11.0,2022-06-18T19:50:24.200000+00:00,51.1,47.92,31.77,19.33,46.8,55.4,967.2,943.3,1835.6,38.29,4.8,30.0,1.8,558.2,,0.7581999999999998,-1.6854,-0.0594,-2.4178,4.0,43.3,3.33,46.7182,37.55539999999999,,,20.6,319.9131560418323,36.4542
124,DEN,tack,11.0,2022-06-18T19:22:23.600000+00:00,53.28,45.76,38.82,14.46,43.3,48.6,898.0,788.6,1861.0,37.68,5.2,31.0,1.8,811.5,,0.938,-1.9874,0.284,-1.9808,3.0,50.43,2.19,45.479399999999984,35.6546,,,15.2,362.0061042097872,36.301
125,DEN,tack,11.0,2022-06-18T19:52:05.200000+00:00,45.65,43.28,30.0,15.65,39.0,68.7,1059.2,820.5,1254.8,33.58,6.6,26.0,1.0,272.1,,-0.1502,-1.943,1.625,-1.7312,3.0,44.15,0.84,35.565,56.672,,,21.1,272.04971107629683,34.91759999999999
126,DEN,tack,11.0,2022-06-18T19:53:13.200000+00:00,49.39,55.21,37.35,12.04,46.2,73.8,1150.4,915.8,1208.3,36.0,5.6,26.0,1.4,453.6,,-1.3917999999999997,-2.2732,1.041,-2.7142,9.4,51.59,2.78,38.9026,63.6432,,,18.6,259.03006734257406,33.32640000000001
128,DEN,tack,11.0,2022-06-18T19:57:23.600000+00:00,52.71,49.05,33.95,18.76,46.3,59.4,1173.6,1045.3,1313.2,37.02,5.0,28.0,1.6,300.5,,-0.6973999999999998,-2.2661999999999995,1.368,-2.1472,4.2,50.37,1.2,42.2342,46.5836,,,20.1,337.81310816818274,35.2456
129,DEN,tack,11.0,2022-06-18T20:15:23.600000+00:00,54.61,60.34,40.24,14.369999999999996,51.7,102.1,1121.9,905.4,920.6,36.41,5.6,28.0,1.8,697.9,,0.4586,-2.6042,1.6612,-1.4754000000000005,3.8,53.47,1.34,43.98079999999999,62.46119999999999,,,18.2,48.808916985477246,35.6808
130,DEN,tack,11.0,2022-06-18T20:09:25.600000+00:00,35.22,21.23,14.53,20.69,53.1,31.6,213.3,60.6,940.5,12.73,1.0,29.0,2.0,-49.2,,5.9068,-0.6004,5.329,-0.2754000000000001,3.2,32.91,7.73,62.69279999999999,62.537400000000005,,,10.4,193.628765904478,34.9436
133,DEN,tack,11.0,2022-06-18T20:13:09.600000+00:00,52.22,40.25,28.63,23.59,48.6,59.6,1050.1,889.4,2000.0,32.72,8.2,27.0,1.4,297.7,,2.1694000000000004,-2.2460000000000004,0.714,-0.7704,3.6,51.16,2.01,40.532,50.94919999999999,,,17.9,314.0364413484885,35.2828
134,DEN,tack,11.0,2022-06-18T20:14:46.600000+00:00,50.37,50.34,37.24,13.129999999999995,43.0,53.4,1039.2,938.5,1433.5,35.37,5.0,29.0,1.4,497.0,,0.8813999999999999,-1.7198,1.71,-2.0828,3.6,47.86,2.05,39.74260000000001,43.2874,,,18.8,333.39403667536953,35.00920000000001
137,DEN,tack,11.0,2022-06-18T20:17:50.200000+00:00,51.85,46.58,35.4,16.450000000000003,67.6,56.9,1007.6,935.4,1772.8,31.98,4.8,32.0,2.0,192.1,,2.346,-1.2688,-1.0446,-2.0172000000000003,3.6,48.79,4.45,63.55120000000001,40.6736,,,18.0,9.098212672889083,25.6234
138,DEN,tack,11.0,2022-06-18T20:18:59.200000+00:00,54.06,47.59,37.76,16.300000000000004,46.0,51.7,1064.5,1117.5,1699.4,38.81,4.4,28.0,1.8,882.4,,-0.7372,-2.3942,0.1709999999999999,-2.0126000000000004,4.0,52.48,-1.03,36.51,44.9824,,,18.6,315.85227634589774,35.517399999999995
